SPEAKER_8-11|ඉතින් අනවශ්‍ය අවස්ථාවල මෙය පහත දැක්වෙන ආකාරයට ඉවත්කර තබා ගන්න පුළුවන්.|itin anavaśya avasthāvala meya pahata dækvena ākārayaṭa ivatkara tabā ganna puḷuvan.
SPEAKER_8-12|ඒ රජ්ජුරවන්ට හිටියා බොහොම ලස්සන දූ කුමාරිකාවක්‌.|ē rajjuravanṭa hiṭiyā bohoma lassana dū kumārikāvak‌.
SPEAKER_8-13|ඔන්න එහෙනම් මනමාල මහතැන්ගෙ කතාව, ශීත සෘතුව අන්තිම කාලෙ උනාට තවම සෑහෙන්න සීතලයි.|onna ehenam manamāla mahatænge katāva, śīta sṛtuva antima kāle unāṭa tavama sǣhenna sītalayi.
SPEAKER_8-14|අපි දැන් පිවිසෙන්නේ මැරතන් දෙවැනි පැයට, මේ පැයේදී මා බලාපොරොත්තු වනවා.|api dæn pivisennē mæratan devæni pæyaṭa, mē pæyēdī mā balāporottu vanavā.
SPEAKER_8-15|එක තැනක සම්පිඩනයක් ඇති වන විට, ඒත් සමඟ ම තවත් තැනක |eka tænaka sampiḍanayak æti vana viṭa ēt samaṉga ma tavat tænaka
SPEAKER_8-16|ඔයාලා කනවා නේද? මම ලැබ් එකේ ඉන්නවා ඔයාලා කාලා ඉවරවෙලා මට කතා කරන්න.|oyālā kanavā nēda? mama læb ekē innavā oyālā kālā ivaravelā maṭa katā karanna.
SPEAKER_8-17|මම ඉදිරියේදී අනිවාර්යයෙන්ම ඔබ අසා ඇති කාරණාව විසදා‍ දෙන්නම්.|mama idiriyēdī anivāryayenma varḍpres valadī oba asā æti kāraṇāva visadā dennam.
SPEAKER_8-18|වයලාගේ නීත්‍යානුකූල අවසරය මත පන්තියෙන් පිටත් වූවද, පිනාට අසු වූ විට, වයලා පන්තියෙන් දොට්ට දැමූවේද නැත|vayalāgē nītyānukūla avasaraya mata pantiyen piṭat vūvada, pināṭa asu vū viṭa vayalā pantiyen doṭṭa dæmūvēda næta
SPEAKER_8-19|මෙතැනදී මුලදී ජොබ් එකකට ඇප්ලයි කරන විදිය හොයාගන්න ටිකක් අමාරුයි.|metænadī muladī job ekakaṭa æplayi karana vidiya hoyāganna ṭikak amāruyi.
SPEAKER_8-20|"ආදර බෝනික්කන්" වැඩිහිටියන් පමණක් මෙම ලිපිය බලන්න."|ādara bōnikkan  væḍihiṭiyan pamaṇak mema lipiya balanna.
SPEAKER_8-21|ඉතිහාස කතාවකට අථර් නිරූපණ දෙන එක ලේසි වැඩක් නෙවෙයි, ඒ වගේම පරිස්සමින් කරන්න ඕන දෙයක්|itihāsa katāvakaṭa artha nirūpaṇa dena eka lēsi væḍak neveyi, ē vagēma parissamin karanna ōna deyak
SPEAKER_8-22|පහුගිය කාලේ නවලෝකේ බ්‍රාන්ච් එකකුත් වහන්න උනා, ඩෙන්ටල් එක්ස් රේ අනිත් ලොකු එකකින් අරගෙන ඒකට ලයිසන් තිබිලත්|pahugiya kālē navalōkē brānc ekakut vahanna unā, ḍenṭal eks rē anit loku ekakin aragena ēkaṭa layisan tibilat|case
SPEAKER_8-23|මන්ද, එය ඔබේ රුවට මෙන්ම ඔබේ පෞරුෂයට ද බලවත් හානියක් ඇති කරවන බැවිනි.|manda eya obē ruvaṭa menma obē pauruşayaṭa da balavat hāniyak æti karavana bævini.
SPEAKER_8-24|ඉතින් මේ දරුවො ලොකු උනාමත් බලාපොරොත්තු වෙන්නෙ ඒකම තමා.|itin mē daruvo loku unāmat balāporottu venne ēkama tamā.
SPEAKER_8-25|අද ලියන්න යන පෝස්ට් එකේ මාතෘකාව දැක්කම, වැඩිය කව්රුත් මේ පැත්තේ එන එකක් නැහැ, මොකද ඒක|ada liyanna yana pōsṭ ekē heḍima dækkama væḍiya kavrut mē pættē ena ekak næhæ mokada ēka
Chunk 1 end|2.20
SPEAKER_8-26|ගලේ කෙටූ අකුර වගේ කවරදාවත්‌ නොමැකෙන්න ඇඳිලා.|galē keṭū akura vagē kavaradāvat‌ nomækenna æṉdilā.
SPEAKER_8-27|ඉන්දීය ව්‍යාපාරිකයාගේ කාර්යාලයට ආ කොටි සාමාජිකයාය කියන පුද්ගලයා, හඳුනා ගන්න පරීක්ෂණ කරනවා, පොලිසිය අධිකරණයට දන්වයි.|indīya vyāpārikayāgē kāryālayaṭa ā koṭi sāmājikayāya kiyana pudgalayā haṉdunā ganna parīkşaṇa karanavā polisiya adhikaraṇayaṭa danvayi.
SPEAKER_8-28|ශ්‍රී ලංකා විශ්වවිද්‍යාල උත්තර සභාව, ශ්‍රී ලංකා සාහිත්‍ය මණ්ඩලය, රාජ්‍ය ලේඛනාගාර මණ්ඩලය|śrī laṁkā viśvavidyāla uttara sabhāva, śrī laṁkā sāhitya maṇḍalaya, rājya lēkhanāgāra maṇḍalaya
SPEAKER_8-29|සොයා ගත් මළ සිරුරු පහළොවෙන් නවයක්ම, සෙබළුන්ගේ වන අතර, ඉතිරි හය සාමාන්‍ය වැසියන්ගේය.|soyā gat maḷa siruru pahaḷoven navayakma sebaḷungē vana atara itiri haya sāmānya væsiyangēya.
SPEAKER_8-30|අමාත්‍යාංශ හය කට නව ලේකම්වරු.|amātyāṁśa haya kaṭa nava lēkamvaru.
SPEAKER_8-31|ආසාදිතයන් වැඩි සංඛ්‍යාවක් වාර්තා වීමට ප්‍රධාන හේතුව, ඒ සඳහා කෙරෙන රුධිර පරීක්‍ෂාවන් වැඩි වශයෙන් සිදු කිරීමට|āsāditayan væḍi saṁkhyāvak vārtā vīmaṭa pradhāna hētuva, ē saṉdahā kerena rudhira parīkşāvan væḍi vaśayen sidu kirīmaṭa
SPEAKER_8-32|සුදීක ගේ වෙහෙස නිසාම, මේ සැරේ පාපන්දු ලෝක කුසලානය ගැන, වෙනදට වඩා|sudīka gē vehesa nisāma mē særē pāpandu lōka kusalānaya gæna venadaṭa vaḍā
SPEAKER_8-33|පරිගණක ආශ්රිත දේවල් සියල්ල, තමන්ගේ භාෂාව සතුව, ස්ථාවර නම් හා, ඔබ විසින්, එය සියලු දැන ගැනීමට|parigaṇaka āśrita dēval siyalla tamangē bhāşāva satuva sthāvara nam hā oba visin eya siyalu dæna gænīmaṭa
SPEAKER_8-34|ස්තුතියි කුරුට්ටා පනහ ගහන්න අපිට තව කල් තියේ, සුබ පැතුම් අජිත් අංකල්.|stutiyi kuruṭṭā panaha gahanna apiṭa tava kal tiyē, suba pætum ajit aṁkal.
SPEAKER_8-35|ඒ අහපු වෙලාවෙදී ඔහු අපිට කිව්වා, දහසය හෝ දාහත් වැනිදා, නිලාම්ගේ තාත්තා බලන්න එන්නම් කියලා|ē ahapu velāvedī ohu apiṭa kivvā dahasaya hō dāhat vænidā nilāmgē tāttā balanna ennam kiyalā.
SPEAKER_8-36|පළාත් සභා මැතිවරණය මේ වසරේ සැප්තැම්බරයෙන් පසුව පැවැත්වීමට නියමිතය.|paḷāt sabhā mætivaraṇaya mē vasarē sæptæmbarayen pasuva pævætvīmaṭa niyamitaya.
SPEAKER_8-37|මෙම අවස්ථාවට ප්‍රධාන ආරාධිත අමුත්තා වශයෙන් කර්මාන්ත හා වාණිජ කටයුතු පිළිබඳ ගරු අමාත්‍ය රිෂාඩ් බදුර්දීන් මහතා|mema avasthāvaṭa pradhāna ārādhita amuttā vaśayen karmānta hā vāṇija kaṭayutu piḷibaṉda garu amātya rişāḍ badurdīn mahatā
SPEAKER_8-38|සියලුම රජයේ සේවකයන්ගේ මුලික වැටුප, මේ මස පළමුදින සිට, නැවත, සීයට විසිදෙක කින් හා වැටුප් වර්ධකය සියයට|siyaluma rajayē sēvakayangē mulika væṭupa mē masa paḷamudina siṭa nævata sīyaṭa visideka kin hā væṭup vardhakaya siyayaṭa
SPEAKER_8-39|හදිස්සියෙ ඕක හොලවන්න යන වෙලාවේ මාරම වටිනාකමක් තියනවා.|ætta ætta hadissiye ōka holavanna yana velāvē mārama vaṭinākamak tiyanavā.|case
SPEAKER_8-40|ඒ අනුව පැහැදිලිවම, ඇය තුළ ඇත්තේ, තමන්ට වඩා ජනාධිපති තනතුරේ කිසියම් සාර්ථකත්වයක්|ē anuva pæhædilivama æya tuḷa ættē tamanṭa vaḍā janādhipati tanaturē kisiyam sārthakatvayak
SPEAKER_8-41|ඒ කියන්නෙ අර නංගි ගිය කඩේ එදා හවස වහල.|ē kiyanne ara naṁgi giya kaḍē edā havasa vahala.
SPEAKER_8-42|ඉතා විවෘතව, එසේම, නිවැරදි පුද්ගල හදුන්වාදීමකින් තොරව, හා කිසිදු බාධාවකින් තොරව, තම අදහස්|itā vivṛtava esēma niværadi pudgala hadunvādīmakin torava hā kisidu bādhāvakin torava tama adahas
SPEAKER_8-43|හතර ගිගා බයිට් ටෝරන්ට් ෆයිල් එක මෙතැනින් ලබාගන්න, පහත දි ඇති ටොරන්ට් ෆයිල් එක, දෙනු ලබන්නේ,ඇතැම් විදේශයන්|hatara gigā bayiṭ ṭōranṭ fayil eka metænin labāganna pahata di æti ṭoranṭ fayil eka denu labannē,ætæm vidēśayan
SPEAKER_8-44|එතෙර වෙන්නට අපහසු, මේ ලෝකයේ තියෙන භයානකම පාළම් හතර, ගංගා, ඇළ, දොළ වලින්, එතෙර වෙන්න තියෙන|etera vennaṭa apahasu mē lōkayē tiyena bhayānakama pāḷam hatara gaṁgā, æḷa, doḷa valin etera venna tiyena
SPEAKER_8-45|අපි මොන පාරෙන් ඇළට ගියත් මෙයාලගේ ගේ ගාවින් යන්නම වෙනවා.|api mona pāren æḷaṭa giyat meyālagē gē gāvin yannama venavā.
SPEAKER_8-46|මෙම කාලය ඇතුළත ආලින්දයට එනුයේ නිවසේ සිටින සියලු දෙනාමය.|mema kālaya ætuḷata ālindayaṭa enuyē nivasē siṭina siyalu denāmaya.
SPEAKER_8-47|ඉන්දියාවේ, පිලිපීනයේ තරම් සංක්‍රමණයට උපකාර වන අධ්‍යාපන ක්‍රමයක් සහ සහයෝගයක්|indiyāvē, pilipīnayē taram saṁkramaṇayaṭa upakāra vana adhyāpana kramayak saha sahayōgayak
SPEAKER_8-48|ලෝකයේ පවතින තත්ත්වයන්ට, වඩාත් හොඳින් ප්‍රතිචාර දක්වන රටවල් උඩට එනවා.|lōkayē pavatina tattvayanṭa vaḍāt hoṉdin praticāra dakvana raṭaval uḍaṭa enavā.
SPEAKER_8-49|ඒ වගේම නලින් අයිය වගේ කට්ටිය එක්කහු වෙලා ඒ ගැන යමක් කරන්න හදන එකත් අගනා දෙයක්.|ē vagēma nalin ayiya vagē kaṭṭiya ekkahu velā ē gæna yamak karanna hadana ekat aganā deyak.
SPEAKER_8-50|ඉතින් මෙයාලා ප්ලෑන් කරා එයාලගේ නගරේ තියෙන බැංකුව කඩන්න.|itin meyālā plǣn karā eyālagē nagarē tiyena bæṁkuva kaḍanna.
Chunk 2 end|2.37
SPEAKER_8-51|කතාවේ අපේ වෙන එකෙක්ට ගෙදරත් ඉන්න නැති කළ එකාම තමා.|katāvē apē vena ekekṭa gedarat inna næti kaḷa ekāma tamā.
SPEAKER_8-52|එවැනි බලයක් හෝ වරමක් පෙනෙන්නට නැති කල, ඇයගේ මෙම ප්‍රකාශය පිළිබඳව, ආණ්ඩුව කෙලෙස කටයුතු කරනවාද යන්න|evæni balayak hō varamak penennaṭa næti kala æyagē mema prakāśaya piḷibaṉdava āṇḍuva kelesa kaṭayutu karanavāda yanna
SPEAKER_8-53|මෙම ජාතිවාදී පිරිස්, රටේ ජනතාවට සංවේදී මාතෘකාවන්, හා තේමා පාඨයන් තෝරාගෙන, තම පටු අරමුණු මුදුන්පත් ප්‍රතිචාර|mema jātivādī piris raṭē janatāvaṭa saṁvēdī mātṛkāvan hā tēmā pāṭhayan tōrāgena tama paṭu aramuṇu mudunpat praticāra
SPEAKER_8-54|ඔහු කිව්වේ ඇමෙරිකාවේ මීළඟ මෙහෙයුම් අභ්‍යවකාශයේ ඉඳන් කරන්න කාලය හරි කියලා.|ohu kivvē æmerikāvē mīḷaṉga meheyum abhyavakāśayē iṉdan karanna kālaya hari kiyalā.
SPEAKER_8-55|තවද, දැනට එම දෝෂ ඉවත් කරමින් සිටින බවත් පැවසීය.|tavada, dænaṭa ema dōşa ivat karamin siṭina bavat pævasīya.
SPEAKER_8-56|මෙවැනි නරුම අධිපතිවාදී, හිංසාකරී සමාජයක් යහමග ගැන්වීම කෙරෙහි, මුළු ලෝකයේම අවධානය යොමු විය යුතුය.|mevæni naruma adhipativādī, hiṁsākarī samājayak yahamaga gænvīma kerehi muḷu lōkayēma avadhānaya yomu viya yutuya.
SPEAKER_8-57|මේ ලිපිය කියවපු සහ එයින් අදහසක් ගත් සැමටම ස්තුතියි.|mē lipiya kiyavapu saha eyin adahasak gat sæmaṭama stutiyi.
SPEAKER_8-58|ඉතින්‌ මොකක්‌ ද ඕන?” “එහෙනම්‌ අපේ අම්මාට කියන්න|itin‌ mokak‌ da ōna?” “ehenam‌ apē ammāṭa kiyanna
SPEAKER_8-59|ඇගේ එම උද්‍යෝගිමත් සහයෝගය, මට අවශ්‍ය තොරතුරු ලබා දෙන තෙක්, හා, ඉන් පසුවත් පවතී යැයි විශ්වාසයි|ægē ema udyōgimat sahayōgaya maṭa avaśya toraturu labā dena tek hā in pasuvat pavatī yæyi viśvāsayi
SPEAKER_8-60|මේ විදිහට නිවාස වලට බෙදිලා හිටියට, සමහර වෙලාවට ෆිට් එක වැඩි කමට, වෙනත් නිවාසවල උනුත්|mē vidihaṭa nivāsa valaṭa bedilā hiṭiyaṭa samahara velāvaṭa fiṭ eka væḍi kamaṭa venat nivāsavala unut
SPEAKER_8-61|‍හැබැයි හැම නළුවෙකුටම මේ විදියට වැම්පයර් චිත්‍රපටි නොගැලපෙන අවස්ථාත් තියෙනවා.|hæbæyi hæma naḷuvekuṭama mē vidiyaṭa væmpayar citrapaṭi nogælapena avasthāt tiyenavā.
SPEAKER_8-62|බිබිල විජයමුණි සොයිසා සංස්කෘතික මධ්‍යස්ථානයේ දී, සහ හවස තුන ට, අම්බලන්තොට අල් අක්බාර් මහා විද්‍යාලයේ දී පැවැත්විණි.|bibila vijayamuṇi soyisā saṁskṛtika madhyasthānayē dī saha havasa tuna ṭa ambalantoṭa al akbār mahā vidyālayē dī pævætviṇi.
SPEAKER_8-63|ඔහු කීවේ අවශ්‍යවන්නේ ඇඳුමක් පමණක් බවත්, සියල්ල ඔවුන් සපයන බවත්ය.|ohu kīvē avaśyavannē æṉdumak pamaṇak bavat siyalla ovun sapayana bavatya.
SPEAKER_8-64|මෙයාලගෙන් පරිස්සම් කරගන්න ඕන මොනවද කියලා දැනටමත් ඔයාලා දන්නවා ඇති නේ.|meyālagen parissam karaganna ōna monavada kiyalā dænaṭamat oyālā dannavā æti nē.
SPEAKER_8-65|අමාත්‍ය ආචාර්ය සරත් අමුණුගම මහතා විසින්, මේ පිළිබඳ අමාත්‍ය මණ්ඩලයට දැනුම් දෙනු ලැබීය.|amātya ācārya sarat amuṇugama mahatā visin mē piḷibaṉda amātya maṇḍalayaṭa dænum denu læbīya.
SPEAKER_8-66|ට්‍රැවල් කරන්න ආස අයට හොඳම ක්‍රම පහක්, ට්‍රැවල් කරන එක විනෝදාංශයක් කර ගත්ත අයටයි අද ලිපිය.|ṭræval karanna āsa ayaṭa hoṉdama krama pahak ṭræval karana eka vinōdāṁśayak kara gatta ayaṭayi ada lipiya.
SPEAKER_8-67|මෛත්‍රී පිලේ ඇතැම් මැති ඇමැති පිරිසකගේ සහාය පළවී ඇති බවත්, දේශපාලන ආරංචි මාර්ග සඳහන් කරයි.|maitrī pilē ætæm mæti æmæti pirisakagē sahāya paḷavī æti bavat dēśapālana āraṁci mārga saṉdahan karayi.
SPEAKER_8-68|එමෙන්ම, නරක් වූ දත් පවිත්‍ර නොකිරීම හෝ, ඉවත් නොකිරීම නිසාත්, නිසි ලෙස දත් පවිත්‍ර නොකිරීමෙන් දත්|emenma narak vū dat pavitra nokirīma hō ivat nokirīma nisāt, nisi lesa dat pavitra nokirīmen dat
SPEAKER_8-69|ඒත් ඒ කිසිවක්, මේ පිරිස විසින් සොයා ගෙන ඇති, කොටන ලද අක්ෂරවලට සමාන නැත.|ēt ē kisivak mē pirisa visin soyā gena æti koṭana lada akşaravalaṭa samāna næta.
SPEAKER_8-70|මියයාමට හේතුව තවමත් අනාවරණය වී නොමැති අතර, නෝවා නිල් චිත්‍රපටිවල රඟපෑම ආරම්භ කර ඇත්තේ ගිය වසරේදී.|miyayāmaṭa hētuva tavamat anāvaraṇaya vī nomæti atara nōvā nil citrapaṭivala raṉgapǣma ārambha kara ættē giya vasarēdī.
SPEAKER_8-71|අද දින උදෑසන මෙම උත්සවය, සාම උද්‍යානයේදී, උත්සවශ්‍රීයෙන් සැලසුම් කර තිබේ.|ada dina udǣsana mema utsavaya sāma udyānayēdī utsavaśrīyen sælasum kara tibē.
SPEAKER_8-72|අන්තර්ජාතික ආයතනයක් මඟින්, ශ්‍රී ලංකාවේ සියලු පෞද්ගලික සෞඛ්‍ය ආයතනවල, ගාස්තු විශ්ලේෂණය කර ගැනීමෙන් පසුව, මේ මිල|antarjātika āyatanayak maṉgin śrī laṁkāvē siyalu paudgalika saukhya āyatanavala gāstu viślēşaṇaya kara gænīmen pasuva mē mila
SPEAKER_8-73|තාජුඩීන් ගැන සීඅයිඩීය ශිරන්තිගෙන් සහ, යෝෂිතගෙන් ප්‍රශ්න කිරීමට යයි|tājuḍīn gæna sīayiḍīya śirantigen saha yōşitagen praśna kirīmaṭa yayi
SPEAKER_8-74|ඒ කාලෙ ගම්පහ නගරයේ, ‍මේ විෂයන් දෙකටම නම් දරාපු ගුරුවරු දෙන්නෙක් තමයි, මේ පන්ති වල ඉගැන්වූයේ.|ē kāle gampaha nagarayē mē vişayan dekaṭama nam darāpu guruvaru dennek tamayi mē panti vala igænvūyē.
SPEAKER_8-75|අප කව්රුත් දන්නා පරිදි ක්ලින්ටන් එවකට ජනාධිපති වූ ඔබාමා විසින්, අනුමත කරන ලද අපේක්ෂිකාව විය.|apa kavrut dannā paridi klinṭan evakaṭa janādhipati vū obāmā visin anumata karana lada apēkşikāva viya.
Chunk 3 end|2.50
SPEAKER_8-76|වෑන්‌ රථ මෙන්‌ ම පාසලට ඉදිරියෙන්‌ එහා මෙහා යන වෙනත්‌ වාහන|vǣn‌ ratha men‌ ma pāsalaṭa idiriyen‌ ehā mehā yana venat‌ vāhana
SPEAKER_8-77|ඉතින් ඊට පස්සේ එයාටයි, කටත් ඇරගන උන්නු අම්මටයි, මෙන්න මේ කතාව කීවා.|itin īṭa passē eyāṭayi, kaṭat æragana unnu ammaṭayi menna mē katāva kīvā.
SPEAKER_8-78|අපේ පහල තට්ටුවේ ටොයිලට් එක හදනකොට, මම පහ වසරේ විතර පොඩි එකා.|apē pahala taṭṭuvē ṭoyilaṭ eka hadanakoṭa mama paha vasarē vitara poḍi ekā.
SPEAKER_8-79|කෙටි කබායක්‌ උඩින්‌ ඇඳ තොප්පිය ද දමා ගත්‌|keṭi kabāyak‌ uḍin‌ æṉda toppiya da damā gat‌
SPEAKER_8-80|පස්සේ, මේ බත් වලින් ටිකක්, මගේ ප්ලාස්ටික් පෙට්ටියට දාගෙන, රටලූණු දාපු අල හොද්දත් එක්ක ඉස්කෝලෙත් අරගෙන|passē mē bat valin ṭikak magē plāsṭik peṭṭiyaṭa dāgena raṭalūṇu dāpu ala hoddat ekka iskōlet aragena
SPEAKER_8-81|ඉතිං එහෙව් දුවට, කොන්ත්‍රාත් එකක් දෙන්නට බැරි නම්, අප්පච්චිගේ ඇමතිකම මහාමාර්ග නොවෙයි නිවන් මාර්ග වුණත් ඇති|itiṁ ehev duvaṭa kontrāt ekak dennaṭa bæri nam appaccigē æmatikama mahāmārga noveyi nivan mārga vuṇat æti
SPEAKER_8-82|මත නැවතිලා ඔය දේම මටත් හිතෙනවා, හෙඩර් එක හදලා දීලා, හන ගහපු එක නම් කැතයි.|mata nævatilā oya dēma maṭat hitenavā heḍar eka hadalā dīlā hana gahapu eka nam kætayi.
SPEAKER_8-83|අවශ්‍ය නම් ජාතික ආරක්ෂාව සඳහා නීති සම්පාදනය කිරීමට පියවර ගන්නවා. ජාතික ආරක්ෂාව තහවුරු කිරීම සඳහාත්|avaśya nam jātika ārakşāva saṉdahā nīti sampādanaya kirīmaṭa piyavara gannavā. jātika ārakşāva tahavuru kirīma saṉdahāt
SPEAKER_8-84|ඒ ගෙදරට යන පුංචි පාර හොයා ගන්නත් බැරි උනා එක පාරටම.|ē gedaraṭa yana puṁci pāra hoyā gannat bæri unā eka pāraṭama.
SPEAKER_8-85|අනුරාධපුරය, මාතලේ ,කුරුණෑගල දිස්ත්‍රික් තුනට මායිම්ව පිහිටි, අතිවිශාල පල්ලෙකැලේ රක්ෂිතයේ, දැව ජාවාරමක් කොටු කර ගනී. |anurādhapuraya, mātalē ,kuruṇǣgala distrik tunaṭa māyimva pihiṭi ativiśāla pallekælē rakşitayē dæva jāvāramak koṭu kara ganī.
SPEAKER_8-86|එදා ස්ටැන්ලින් වැනි කොමියුනිස්ට් නායකයොත් හිට්ලර්ට විරුද්ධව යුද්ධ කළා පමණක් නොවෙයි, ඔවුන් එහි දී ඔවුන්ට|edā sṭænlin væni komiyunisṭ nāyakayot hiṭlarṭa viruddhava yuddha kaḷā pamaṇak noveyi, ovun ehi dī ovunṭa
SPEAKER_8-87|පුරාවිද්‍යාඥයෝ එදා කීවේ එහි ඇති අස්ථි කැබලි ඇතුළත් බඳුන් මත, යේසු පවුලේ අයගේ නම් කොටා ඇති|purāvidyāgnayō edā kīvē ehi æti asthi kæbali ætuḷat baṉdun mata yēsu pavulē ayagē nam koṭā æti
SPEAKER_8-88|ඇමති සංඛ්‍යාව අඩු කරනවා කියමින්, දෙදහස් පහළොව ජනාධිපතිවරණය සහ, දෙදහස් පහළොව අගෝස්තු පාර්ලිමේන්තු මැතිවරණ ජයගත්තද, ජනතාවට දුන් පොරොන්දු|æmati saṁkhyāva aḍu karanavā kiyamin dedahas pahaḷova janādhipativaraṇaya saha dedahas pahaḷova agōstu pārlimēntu mætivaraṇa jayagattada janatāvaṭa dun porondu
SPEAKER_8-89|ජීනිවා හි මානව හිමිකම් කවුන්සිලයට සමගාමීව පැවැත්වෙන, රැස්වීම් කිහිපයකදීම, ත්‍රස්තවාදය වැලැක්වීමේ පනත යටතේ රිමාන්ඩ් බන්ධනාගාරගත කොට|jīnivā hi mānava himikam kavunsilayaṭa samagāmīva pævætvena ræsvīm kihipayakadīma trastavādaya vælækvīmē panata yaṭatē rimānḍ bandhanāgāragata koṭa
SPEAKER_8-90|කොහොමද යාලුවනෙ, ගොඩ දවසකට පස්සේ අද මන් කියන්න යන්නෙ, පොඩි සොෆ්ට් වෙයා එකක් ගැන ඩෙමො තියනවනෙ|kohomadayāluvane goḍa davasakaṭa passē ada man kiyanna yanne poḍi sofṭ veyā ekak gæna ḍemo tiyanavane
SPEAKER_8-91|නැගෙනහිර යුරෝපයේ සාගත කාලේ අශ්ව මස් කොහොමත් කාල තිබෙනවා.|nægenahira yurōpayē sagata kālē aśva mas kohomat kāla tibenavā.
SPEAKER_8-92|මඩොල්‌ දූව වැනි නවකතා කියවා ඇත.|maḍol‌ dūva væni navakatā kiyavā æta.
SPEAKER_8-93|මෝසස්ගේ නීතියට අනුව ගසක එල්ලා මැරුණු කෙනෙකුගේ සිරුර, එදින රාත්‍රිය පුරා එසේ තිබෙන්නට නොහැරිය යුතුය.|mōsasgē nītiyaṭa anuva gasaka ellā mæruṇu kenekugē sirura edina rātriya purā esē tibennaṭa nohæriya yutuya.
SPEAKER_8-94|ඓතිහාසික තොරතුරු අතින් ද, එම ග‍්‍රන්ථය නිවැරදි විය යුතු යි.|aitihāsika toraturu atin da ema granthaya niværadi viya yutu yi.
SPEAKER_8-95|නමුත් එම ඉල්ලීම ඔවුන් ප්‍රතික්ෂේප කර තිබුණේ, කාර්යබහුලත්වය හේතුවක් වශයෙන් සඳහන් කරමිනි.|namut ema illīma ovun pratikşēpa kara tibuṇē kāryabahulatvaya hētuvak vaśayen saṉdahan karamini.
SPEAKER_8-96|ආචාර්ය ඉන්ද්‍රජිත් කුමාරස්වාමි නව මහ බැංකු අධිපති ලෙස|ācārya indrajit kumārasvāmi nava maha bæṁku adhipati lesa
SPEAKER_8-97|ඌ කොහොම හිත හදාගෙන ගියාද මන්දා, අර අක්කාගේ කොලුවව බලන්න, ඒකිත් එක්ක.|ū kohoma hita hadāgena giyāda mandā ara akkāgē koluvava balanna ēkit ekka.
SPEAKER_8-98|එක දවසක් මම අහම්බෙන් වගේ මගේ බයික් එකේ නැගල ඔය පැත්තෙන් ගියා.|eka davasak mama ahamben vagē magē bayik ekē nægala oya pætten giyā.
